0,0,0,0,0,1
-0.137955,-0.0271759,0,0,-0.00100509,0.999999
-0.142563,-0.0286255,0,0,-0.00150266,0.999999
-0.141693,-0.0266113,0,0,-0.000806006,1
-0.133652,-0.0343323,0,0,-0.00188843,0.999998
-0.133453,-0.0340424,0,0,-0.00200144,0.999998
-0.134491,-0.0295715,0,0,-0.00246659,0.999997
-0.138687,-0.0396118,0,0,-0.0029234,0.999996
-0.139694,-0.0352173,0,0,-0.0019578,0.999998
-0.13649,-0.0334473,0,0,-0.00141469,0.999999
-0.144012,-0.0313873,0,0,-0.000797661,1
-0.136597,-0.0356293,0,0,-0.00240937,0.999997
-0.1427,-0.0413513,0,0,-0.00224295,0.999997
-0.140121,-0.0292664,0,0,-0.00109568,0.999999
-0.14212,-0.033844,0,0,-0.00165454,0.999999
-0.137299,-0.0335999,0,0,-0.00209418,0.999998
-0.138901,-0.036911,0,0,-0.0021793,0.999998
-0.135986,-0.0301666,0,0,-0.00121275,0.999999
-0.14212,-0.0296021,0,0,-0.000889452,1
-0.135361,-0.0345001,0,0,-0.00256553,0.999997
-0.13945,-0.0383301,0,0,-0.0025076,0.999997
-0.141037,-0.0364532,0,0,-0.00148979,0.999999
-0.132263,-0.0373383,0,0,-0.00284949,0.999996
-0.141708,-0.0271759,0,0,-0.00178138,0.999998
-0.140503,-0.033844,0,0,-0.00145164,0.999999
-0.144928,-0.0330353,0,0,-0.00128046,0.999999
-0.139679,-0.0286102,0,0,-0.00120679,0.999999
-0.138962,-0.0384979,0,0,-0.00232688,0.999997
-0.13739,-0.0352631,0,0,-0.00231829,0.999997
-0.136246,-0.0348053,0,0,-0.00310197,0.999995
-0.144058,-0.0362854,0,0,-0.0022966,0.999997
-0.138626,-0.0363007,0,0,-0.00340381,0.999994
-0.137726,-0.0340424,0,0,-0.00225011,0.999997
-0.143326,-0.032608,0,0,-0.00161162,0.999999
-0.140747,-0.0422974,0,0,-0.00288883,0.999996
-0.130753,-0.0391693,0,0,-0.0025908,0.999997
-0.135178,-0.0430603,0,0,-0.00252786,0.999997
-0.137558,-0.0330811,0,0,-0.00211468,0.999998
-0.141953,-0.0383148,0,0,-0.00104681,0.999999
-0.139221,-0.0301666,0,0,-0.00221506,0.999998
-0.138977,-0.0330963,0,0,-0.00140372,0.999999
-0.139114,-0.0340118,0,0,-0.00164428,0.999999
-0.144562,-0.0380859,0,0,-0.00254837,0.999997
-0.137451,-0.0390778,0,0,-0.00306692,0.999995
-0.143295,-0.029068,0,0,-0.00107852,0.999999
-0.13089,-0.0345001,0,0,-0.00257865,0.999997
-0.131744,-0.0396423,0,0,-0.00274363,0.999996
-0.130447,-0.0285645,0,0,-0.00234285,0.999997
-0.12468,-0.0322266,0,0,-0.00127283,0.999999
-0.117279,-0.0424805,0,0,-0.00223008,0.999998
-0.0935822,-0.0322876,0,0,-0.00208417,0.999998
-0.0865173,-0.0440216,0,0,-0.00189582,0.999998
-0.0352173,-0.0392151,0,0,-0.00231543,0.999997
-0.0101318,-0.039032,0,0,-0.00178304,0.999998
0.0171356,-0.0388336,0,0,-0.00181523,0.999998
0.0589447,-0.0471039,0,0,-0.00175968,0.999998
0.0957947,-0.0373688,0,0,-0.000713022,1
0.154007,-0.0467834,0,0,-0.00163069,0.999999
0.208435,-0.0428009,0,0,-0.00163093,0.999999
0.248627,-0.0563202,0,0,-0.00200263,0.999998
0.310516,-0.0882568,0,0,0.000959167,1
0.372314,-0.0919342,0,0,0.000861444,1
0.42453,-0.0931549,0,0,0.000612211,1
0.501862,-0.0881958,0,0,-0.000404032,1
0.563141,-0.128387,0,0,-0.000636013,1
0.648071,-0.128708,0,0,-0.00040284,1
0.72757,-0.119034,0,0,-0.000623139,1
0.810699,-0.131119,0,0,-0.00106421,0.999999
0.883575,-0.137665,0,0,0.00107653,0.999999
0.980148,-0.133911,0,0,0.0016507,0.999999
1.07733,-0.148224,0,0,0.0022012,0.999998
1.1871,-0.157944,0,0,0.00322071,0.999995
1.2832,-0.15596,0,0,0.00316216,0.999995
1.39015,-0.156815,0,0,0.00403656,0.999992
1.47659,-0.137955,0,0,0.00510379,0.999987
1.58014,-0.142624,0,0,0.00428721,0.999991
1.69022,-0.135101,0,0,0.00435773,0.999991
1.79346,-0.13356,0,0,0.0046923,0.999989
1.91078,-0.136749,0,0,0.00631337,0.99998
2.02254,-0.135254,0,0,0.00579399,0.999983
2.14851,-0.144363,0,0,0.00699632,0.999976
2.25316,-0.144241,0,0,0.00548402,0.999985
2.36507,-0.171997,0,0,0.00521948,0.999986
2.48941,-0.169189,0,0,0.00648195,0.999979
2.60023,-0.167908,0,0,0.00497388,0.999988
2.71376,-0.170471,0,0,0.00499606,0.999988
2.81726,-0.164474,0,0,0.00581386,0.999983
2.9402,-0.176224,0,0,0.00543822,0.999985
3.07567,-0.189087,0,0,0.0051896,0.999987
3.19766,-0.166931,0,0,0.00528027,0.999986
3.30948,-0.19165,0,0,0.00554439,0.999985
3.43953,-0.188171,0,0,0.0055776,0.999984
3.56163,-0.209869,0,0,0.00665402,0.999978
3.66692,-0.193756,0,0,0.00630033,0.99998
3.78435,-0.18187,0,0,0.0078738,0.999969
3.90822,-0.17897,0,0,0.00746153,0.999972
4.01213,-0.157349,0,0,0.00627095,0.99998
4.13326,-0.183014,0,0,0.00736091,0.999973
4.24796,-0.157654,0,0,0.00919095,0.999958
4.36345,-0.172058,0,0,0.00838306,0.999965
4.48814,-0.157043,0,0,0.00923147,0.999957
4.61218,-0.158768,0,0,0.00832858,0.999965
4.73479,-0.178604,0,0,0.00935652,0.999956
4.85341,-0.175095,0,0,0.0080134,0.999968
4.97279,-0.195923,0,0,0.00906871,0.999959
5.09576,-0.181671,0,0,0.00764831,0.999971
5.19746,-0.187134,0,0,0.0087181,0.999962
5.32208,-0.20105,0,0,0.00853941,0.999964
5.43019,-0.188004,0,0,0.00726878,0.999974
5.53317,-0.182724,0,0,0.00664492,0.999978
5.65939,-0.189102,0,0,0.00478283,0.999989
5.77531,-0.201111,0,0,0.00638277,0.99998
5.89818,-0.213562,0,0,0.0035879,0.999994
6.00815,-0.217865,0,0,0.00162103,0.999999
6.12207,-0.217499,0,0,-0.00109592,0.999999
6.25381,-0.231186,0,0,-0.00347009,0.999994
6.38538,-0.221283,0,0,-0.00602638,0.999982
6.51807,-0.268784,0,0,-0.00946094,0.999955
6.64444,-0.277222,0,0,-0.013611,0.999907
6.7699,-0.281006,0,0,-0.0171261,0.999853
6.92804,-0.289124,0,0,-0.0224056,0.999749
7.0611,-0.299332,0,0,-0.0287404,0.999587
7.22543,-0.344513,0,0,-0.0324318,0.999474
7.37924,-0.403564,0,0,-0.0374882,0.999297
7.51535,-0.425705,0,0,-0.0447097,0.999
7.66321,-0.47171,0,0,-0.0502098,0.998739
7.80161,-0.486649,0,0,-0.0572867,0.998358
